ncalls	Leaf	Root	StemLitter	LeafN	LeafLitter	RhizomeLitter	cws2	rhizome_senescence_index	DVI	doy	Stem	GrossAssim	year	RootLitter	StomataWS	hour	solar	temp	newStemcol	rh	windspeed	Grain	up_solar	kSeneLeaf	netsolar	kSeneStem	TTc	dw_solar	doy_dbl	kLeaf	precip	soil_water_content	kStem	canopy_assimilation_rate	soil_sand_content	vmax	soil_saturated_conductivity	lai	soil_wilting_point	soil_field_capacity	alpha	kRhizome	soil_saturation_capacity	soil_air_entry	development_rate_per_hour	kGrain	soil_silt_content	newLeafcol	cws1	day_length	kSeneRhizome	Rhizome	kRoot	canopy_transpiration_rate	soil_clay_content	LeafWS	soil_b_coefficient	kSeneRoot	newRhizomecol	soil_evaporation_rate	newRootcol	soil_bulk_density	Sp
69419.0	0.06312000000000001	0.007890000000000001	0.0	2.0	0.0	0.0	0.32	0.0	-1.0	152.0	0.007890000000000001	0.006240370338817425	2002.0	0.0	1.0	9.0	1391.04	27.115	0.000832238911186107	0.6561	5.805	1e-05	147.095	8.339931226606876e-34	499.775	2.0161351554157676e-17	0.0	667.105	152.375	0.00025235982450914625	0.0	0.32	0.14303661767269144	0.005850294323315578	0.32	99.0	6.4e-05	0.22092000000000003	0.2	0.32	0.0	0.0	0.52	-2.6	0.011885416666666664	1.6603812522362357e-20	0.34	1.4763792487587739e-06	0.32	14.379206554031	0.0	1e-07	0.8567110225027994	0.14516941377159187	0.34	1.0	5.2	0.0	0.0	0.0	0.005011190911867827	1.35	3.5
69419.0	0.06312160274473372	0.013182016792608896	1.791072319487958e-19	2.0	6.149079749760219e-35	0.0	0.32	0.0	-0.9876342446344502	152.0	0.008775100639453774	0.006733774053981155	2002.0	0.0	0.9998867807279104	9.999999999999773	1889.519	28.41	0.0009104387500492019	0.583	7.045	1e-05	191.56	1.1334479472324484e-33	704.645	2.290844764335645e-17	0.741945321932991	925.235	152.41666666666666	0.0002661335956102728	0.0	0.31998641368734926	0.14484778975675353	0.006323240343586696	0.32	99.0	6.4e-05	0.220925609606568	0.2	0.32	0.0	0.0	0.52	-2.6	0.012784722222222223	2.1309287530031103e-20	0.34	1.6828266885466643e-06	0.31994594532838944	14.379206848265099	0.0	1e-07	0.8548860766476362	0.21482153369614046	0.34	0.9999363148354355	5.2	0.0	0.0	0.0	0.005404681819602464	1.35	3.5
69419.0	0.06312332508256494	0.018554222505051676	4.057144043262573e-19	2.0	1.4595061310978287e-34	0.0	0.32	0.0	-0.9744695062283382	152.0	0.009686904804601942	0.006686745149308617	2002.0	0.0	0.9997515331832605	11.000000000000227	1952.079	29.43	0.0009133217583797473	0.52045	6.68	1e-05	195.915	1.5712656288065568e-33	736.39	2.6245577089012016e-17	1.5318291281538878	964.265	152.45833333333334	0.0002816159493337318	0.0	0.3199701839819913	0.1467967478589751	0.006261802263072682	0.32	99.0	6.4e-05	0.2209316377889773	0.2	0.32	0.0	0.0	0.52	-2.6	0.013493055555555555	2.7791907937621686e-20	0.34	1.7634233888553233e-06	0.31988084314673637	14.379206540837801	0.0	1e-07	0.8529216361916911	0.25058061441755936	0.34	0.9998602406712314	5.2	0.0	0.0	0.0	0.005339799846135511	1.35	3.5
69419.0	0.0631251174324218	0.023817449281949565	6.918549820879278e-19	2.0	2.6387233918085777e-34	0.0	0.32	0.0	-0.960648149024286	152.0	0.010594305962119178	0.006550568037944055	2002.0	0.0	0.9996152985423414	12.0	1878.295	30.25	0.0009032575234177048	0.5	6.5	1e-05	191.02	2.2139744628825502e-33	701.3	3.027348064101579e-17	2.3611145855696085	921.145	152.5	0.00029883046039464925	0.0	0.31995383582508097	0.1488660696471732	0.006109021995634773	0.32	99.0	6.4e-05	0.22093791101347632	0.2	0.32	0.0	0.0	0.52	-2.6	0.0140625	3.672876291971751e-20	0.34	1.825561855516578e-06	0.3198153824210222	14.3792067092653	0.0	1e-07	0.8508350998924322	0.26019985829405895	0.34	0.9997836132346897	5.2	0.0	0.0	0.0	0.005196712614747964	1.35	3.5
69419.0	0.06312697381007677	0.028936692927410305	1.0523128377588306e-18	2.0	4.314471244983691e-34	0.0	0.32	0.0	-0.9464406461809027	152.0	0.011491534503900277	0.006385673545708829	2002.0	0.0	0.999479491774979	12.999999999999773	1739.95	30.63	0.0008902569827726791	0.4698	7.5	1e-05	186.595	3.14960625113328e-33	639.065	3.5059113967549893e-17	3.213560965901376	848.375	152.54166666666666	0.00031761162639050135	0.0	0.3199375390129975	0.15101805152865286	0.005936377571520775	0.32	99.0	6.4e-05	0.2209444083352687	0.2	0.32	0.0	0.0	0.52	-2.6	0.014326388888888889	4.891716069050394e-20	0.34	1.885462535358808e-06	0.31975028429205565	14.3792066153918	0.0	1e-07	0.8486643368449566	0.29637747748574517	0.34	0.9997072284111521	5.2	0.0	0.0	0.0	0.005036939361686288	1.35	3.5
69419.0	0.06312885761993299	0.033810489861357984	1.5036782036475734e-18	2.0	6.7054220017691965e-34	0.0	0.32	0.0	-0.931992686315751	152.0	0.012360234889693197	0.006053417669011413	2002.0	0.0	0.9993573486329659	14.000000000000227	1502.1760000000002	30.915	0.0008507226804213352	0.49275	7.155	1e-05	168.54	4.5074488561365224e-33	542.115	4.0702236129299757e-17	4.080438387912567	723.745	152.58333333333334	0.0003379084811408381	0.0	0.3199228818359559	0.15323241561448755	0.005591561686814689	0.32	99.0	6.4e-05	0.22095100166976547	0.2	0.32	0.0	0.0	0.52	-2.6	0.014524305555555554	6.546447500558078e-20	0.34	1.8894361167968543e-06	0.31969202925546863	14.3792065000711	0.0	1e-07	0.8464296759043716	0.26988906816100167	0.34	0.9996385303862562	5.2	0.0	0.0	0.0	0.0047318551944926165	1.35	3.5
69419.0	0.06313049517962427	0.037786010332459735	2.0647556611034507e-18	2.0	1.0146935283530924e-33	0.0	0.32	0.0	-0.9169760639521313	152.0	0.013080654701355755	0.0041524208776395856	2002.0	0.0	0.9992607947378436	15.0	912.525	32.295	0.0005613482451938755	0.465	9.1	1e-05	104.26	6.542332350964073e-33	318.68	4.753207478118231e-17	4.981435459283625	428.22	152.625	0.0003603648416231334	0.0	0.31991129536854124	0.15556181519417336	0.0036369480224736316	0.32	99.0	6.4e-05	0.22095673312868494	0.2	0.32	0.0	0.0	0.52	-2.6	0.015482638888888891	8.861609201419021e-20	0.34	1.3106281981102784e-06	0.31964541412715736	14.3792065142471	0.0	1e-07	0.8440778199642035	0.26176870306450417	0.34	0.9995842258567188	5.2	0.0	0.0	0.0	0.0030691473181549142	1.35	3.5
69419.0	0.06313164756740149	0.04039731664017835	2.752407389397859e-18	2.0	1.5186613636261449e-33	0.0	0.32	0.0	-0.9014919887627293	152.0	0.013562447791037258	0.003028670842386703	2002.0	0.0	0.9991896751626781	15.999999999999773	644.276	32.345	0.00039156754757837544	0.46845	9.11	1e-05	78.975	9.606631448939333e-33	220.565	5.577664528052888e-17	5.910479473951474	296.54	152.66666666666666	0.0003850665776349069	0.0	0.31990276101952136	0.15799362631246286	0.0024979671823854932	0.32	99.0	6.4e-05	0.2209607664859052	0.2	0.32	0.0	0.0	0.52	-2.6	0.015517361111111112	1.2108585768504998e-19	0.34	9.618836739654933e-07	0.3196127752373529	14.379206513022	0.0	1e-07	0.8416213071099022	0.2079591442103273	0.34	0.9995442269075401	5.2	0.0	0.0	0.0	0.0021018477244417882	1.35	3.5
69419.0	0.06313244486856918	0.042079549315726	3.583471621127904e-18	2.0	2.2547867262189382e-33	0.0	0.32	0.0	-0.8859939321807725	152.0	0.013878736634003106	0.0021156656685061013	2002.0	0.0	0.9991481655744416	17.000000000000227	448.845	32.16	0.0002509126134754549	0.48045	9.055	1e-05	60.965	1.4111081627457832e-32	153.605	6.546071311415427e-17	6.840365982434043	207.855	152.70833333333334	0.0004114668567395159	0.0	0.31989777986893303	0.16045817117814237	0.0015759285391925184	0.32	99.0	6.4e-05	0.22096355703999215	0.2	0.32	0.0	0.0	0.52	-2.6	0.015388888888888888	1.6549173040057888e-19	0.34	6.484423624676426e-07	0.3195890181849881	14.3792064525191	0.0	1e-07	0.8391303619651181	0.1503714729090937	0.34	0.9995208814028778	5.2	0.0	0.0	0.0	0.0013221022874908546	1.35	3.5
69419.0	0.06315493219602933	0.04265022770415064	4.571228737840853e-18	2.0	3.3370011387204615e-33	0.0	0.31999999999999995	0.0	-0.8710251559619209	152.0	0.013987860863242364	0.0006329841041127421	2002.0	0.0	0.9991189549475585	18.0	136.689	31.015	1.6644893922250457e-05	0.53595	7.595	9.999999999999999e-06	18.565	2.0457217571795904e-32	46.275	7.640725261985379e-17	7.738489687801128	58.515	152.75	0.0004386627254005709	0.0	0.31989427459370706	0.1628676765970512	0.00010293510173680868	0.32	99.0	6.4e-05	0.22104226268610266	0.2	0.32	0.0	0.0	0.52	-2.6	0.01459375	2.2377201799556446e-19	0.34	4.5153792267253534e-08	0.31957812522613493	14.3792064997136	0.0	1e-07	0.8366936606775482	0.031531629779973036	0.34	0.9995044530948077	5.2	0.0	0.0	0.0	8.610666655035624e-05	1.35	3.5
